StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Eligibility,Result practice _1_x,Result practice _1_y,"Result practice ",S1PHA_1_x,S1PHA_1_y,"S1PHA - explanation ",S1NHA_1_x,S1NHA_1_y,S1B_1_x,S1B_1_y,S1PLA_1_x,S1PLA_1_y,S1NLA_1_x,S1NLA_1_y,S2PHA_1_x,S2PHA_1_y,S2NHA_1_x,S2NHA_1_y,"S2NHA - explanation ",S2B_1_x,S2B_1_y,S2PLA_1_x,S2PLA_1_y,S2NLA_1_x,S2NLA_1_y,S3PHA_1_x,S3PHA_1_y,S3NHA_1_x,S3NHA_1_y,S3B_1_x,S3B_1_y,S3PLA_1_x,S3PLA_1_y,S3NLA_1_x,S3NLA_1_y,"S3NLA - explanation ",S4PHA_1_x,S4PHA_1_y,S4NHA_1_x,S4NHA_1_y,S4B_1_x,S4B_1_y,S4NLA_1_x,S4NLA_1_y,S4PLA_1_x,S4PLA_1_y,"S4PLA - explanation ",Age,Gender,Gender_4_TEXT
2024-11-04 20:16:40,2024-11-04 20:22:15,IP Address,145.90.71.158,100,334,True,2024-11-04 20:22:16,R_8hkaZCv24dehivf,,,,,52.0854,5.1653,anonymous,EN,Yes,418,144,PHA,394,131,,244,259,291,199,416,229,147,315,443,291,278,382,,269,185,399,390,375,407,332,288,369,69,241,346,229,84,259,375,,410,165,331,284,246,246,244,246,432,360,,25-34 years old,Male,
2024-11-04 16:42:56,2024-11-04 20:54:58,IP Address,84.85.207.32,100,15122,True,2024-11-04 20:54:59,R_2bHkff4lhM5EXV4,,,,,51.9082,4.5019,anonymous,EN,Yes,389,215,PHA,251,285,"The picture doesn’t give me neither a positive or negative emotion. ",175,244,245,254,249,246,277,285,307,251,258,324,,328,256,282,286,277,279,324,235,213,235,324,197,280,258,328,237,,311,183,361,166,338,204,406,138,311,190,,25-34 years old,Female,
2024-11-04 21:22:07,2024-11-04 21:49:39,IP Address,104.28.30.75,100,1651,True,2024-11-04 21:49:39,R_2YtW96nojbFu7eh,,,,,52.3759,4.8975,anonymous,EN,Yes,370,163,PHA,335,287,,329,340,364,349,311,356,220,315,331,339,284,336,"looks like an introvert place, reading books about life they long for",436,342,313,116,404,371,298,189,365,66,414,224,282,377,348,364,a chair for long thoughts,303,186,330,287,391,116,167,366,401,385,a chair you can calm down,45-54 years old,Female,
2024-11-04 22:41:19,2024-11-04 22:46:10,IP Address,83.85.153.213,100,290,True,2024-11-04 22:46:10,R_8o4LyMCSRNkU7bM,,,,,52.1082,4.2868,anonymous,EN,Yes,407,219,PHA,330,291,,184,274,345,241,309,119,73,316,395,169,103,316,,403,343,389,365,311,386,347,368,347,74,200,278,273,374,253,261,,365,351,399,369,386,378,388,372,388,380,,25-34 years old,Female,
2024-11-04 22:40:42,2024-11-04 22:49:54,IP Address,84.241.207.110,100,552,True,2024-11-04 22:49:55,R_8D0jub8P8ra3dkZ,,,,,51.9168,4.4553,anonymous,EN,Yes,363,189,PHA,324,122,"Hé looks like hè is prepared and with a lot of knowledge ",287,373,349,212,399,379,343,338,312,130,279,375,Serious colors and straight formal lines,395,382,393,381,398,385,365,60,180,122,282,373,316,129,375,401,"Little distractions ",398,391,397,374,413,184,339,291,320,123,Innovative shape,18-24 years old,Male,
2024-11-04 22:38:00,2024-11-04 22:59:33,IP Address,77.173.228.156,100,1293,True,2024-11-04 22:59:34,R_2lS5kO1TSxxhJ86,,,,,52.3806,4.8738,anonymous,EN,Yes,422,192,PHA,335,283,He looks confident about the chairs he's thinking about,334,339,340,243,359,369,291,379,434,348,367,402,"The chairs looks little more serious than the chairs in the first two right wordictures, but still pretty relaxed, so I think peacefull is the",436,356,341,291,410,385,364,80,381,62,391,132,306,123,305,408,"The other chair designs were way more adventurous, I would say these are more serious",316,197,261,357,285,373,239,400,282,385,,25-34 years old,Female,
2024-11-04 22:53:32,2024-11-04 22:59:57,IP Address,146.75.162.59,100,385,True,2024-11-04 22:59:57,R_8QWwOWpY6jrFetY,,,,,52.3824,4.8995,anonymous,EN,Yes,409,218,PHA,362,119,,224,314,282,142,369,307,351,379,375,184,342,390,,363,198,282,381,373,177,253,249,146,229,251,251,283,371,257,251,,366,180,256,249,236,252,332,206,235,236,,45-54 years old,Male,
2024-11-04 23:15:41,2024-11-04 23:22:15,IP Address,178.85.199.126,100,394,True,2024-11-04 23:22:15,R_223w2M3Lyy0Awy9,,,,,51.9168,4.4553,anonymous,EN,Yes,383,108,PHA,392,77,,116,184,386,83,374,380,321,112,247,54,233,121,,135,94,397,111,268,55,360,370,259,64,403,139,351,347,450,217,,423,64,267,254,128,87,295,74,397,78,,25-34 years old,Male,
2024-11-04 23:28:23,2024-11-04 23:48:48,IP Address,77.251.168.194,100,1225,True,2024-11-04 23:48:49,R_8399KbcCW2406Ok,,,,,51.9772,5.661,anonymous,EN,Yes,364,93,PHA,287,291,"He is kind of smiling a little bit but, not much is going on (low/medium intensity)",250,341,335,318,358,218,237,379,376,195,342,333,"I'ld say the emotion is positive because of the organised setting, esthetic wall, and the two plants. Intensity is low because of the absence of any other organisms. Its quite 'still'",361,216,370,200,384,365,286,158,341,181,258,210,281,143,307,117,"The chairs look futuristic, high quality, and well-designed. The way light is being used makes it a bit more 'intense', but the overall image looks positive to me.",376,282,371,314,337,306,353,406,351,393,The smooth surface of the chair makes it less intense. Same with the monochrome setting of the room.,25-34 years old,Male,
2024-11-05 08:17:09,2024-11-05 08:23:26,IP Address,145.119.165.120,100,376,True,2024-11-05 08:23:27,R_2z8e2VDjjvKR1o9,,,,,51.9009,4.4945,anonymous,EN,Yes,409,156,PHA,298,379,,341,293,281,383,339,279,333,338,335,369,275,380,,393,371,247,360,278,411,406,189,300,214,351,268,305,362,338,234,,336,248,249,251,302,354,288,396,411,273,,25-34 years old,Female,
2024-11-05 09:19:21,2024-11-05 09:24:55,IP Address,86.87.49.202,100,333,True,2024-11-05 09:24:56,R_82JvMq7aXhmkoiM,,,,,52.3125,4.6445,anonymous,EN,Yes,340,202,PHA,322,151,"Energetic, ambitious, the man looks inspired",177,221,252,206,255,294,290,319,378,173,320,220,"Warm colors, beautiful furniture, looking neat",298,217,355,201,353,286,314,353,264,299,303,312,298,196,389,271,"Chique, calm, beautiful",259,166,383,223,320,228,248,249,319,284,"Peaceful setting, soft colors, no distractions",18-24 years old,Female,
2024-11-05 09:19:49,2024-11-05 09:28:50,IP Address,188.88.66.165,100,541,True,2024-11-05 09:28:50,R_8QLfpZXLwN5qsqb,,,,,51.9179,4.4901,anonymous,EN,Yes,372,179,PHA,350,354,"there's so many chairs ",341,285,316,124,400,366,276,381,306,190,259,253,there's just chairs and color schemes which dont have a lot of emotion,337,337,315,125,332,341,251,249,316,296,313,113,315,115,299,226,"The way the chairs are presented seem passionate, considering the light and the composition",329,337,321,340,349,359,351,396,421,338,,18-24 years old,Prefer not to say,
2024-11-05 09:17:47,2024-11-05 09:35:06,IP Address,92.64.59.1,100,1038,True,2024-11-05 09:35:07,R_2ksS4qOaXPs24ma,,,,,51.4666,5.8176,anonymous,EN,Yes,407,154,PHA,369,210,,367,393,401,373,398,255,261,389,290,138,248,332,,403,376,234,174,231,267,326,257,301,302,249,251,292,248,249,413,"The colours are neutral, some warm some cold, and they all look like relaxing chairs, laidback.",430,342,295,269,280,298,268,251,343,345,,18-24 years old,Female,
2024-11-05 09:53:50,2024-11-05 10:00:22,IP Address,89.205.225.149,100,391,True,2024-11-05 10:00:22,R_82orm8ow9haHVNy,,,,,52.3564,4.8802,anonymous,EN,Yes,381,105,PHA,345,279,,280,308,345,239,350,306,273,379,440,228,373,414,,413,375,318,373,403,379,290,379,434,374,340,323,291,375,286,377,,420,386,354,312,271,409,299,366,412,387,,18-24 years old,Male,
2024-11-05 10:07:38,2024-11-05 10:16:04,IP Address,80.233.71.177,100,506,True,2024-11-05 10:16:04,R_2JswzBJPw8pgA1P,,,,,53.363,-6.2439,anonymous,EN,Yes,420,82,PHA,314,224,"The image is leaning positive by the man’s demeanor but nothing is particularly intense within any elements ",276,182,359,230,345,164,282,149,276,151,408,346,,364,226,319,192,284,293,362,208,328,319,377,253,297,378,380,245,"The images of the well made and designed chairs project a positive attitude, but the colour schemes and presentation seem to produce a neutral tone; not excitable or calming",369,242,361,372,401,286,359,349,423,292,The finalised design and well made chair generate a positive sensation and the colour palette and positioning are slightly calming,18-24 years old,Male,
2024-11-05 08:03:28,2024-11-05 10:19:53,IP Address,145.118.235.30,100,8185,True,2024-11-05 10:19:55,R_2oyWeoEWKiv48jU,,,,,52.1529,4.496,anonymous,EN,Yes,337,185,PHA,346,262,,276,376,381,349,346,388,300,388,407,244,256,395,"Dark low contrast colors hint onto calm atmosphere, while solid hard shapes provide the seriousness",311,145,415,360,276,409,380,186,349,265,252,402,339,339,294,202,,409,272,297,282,306,379,402,344,377,225,,18-24 years old,Female,
2024-11-05 10:53:31,2024-11-05 11:02:50,IP Address,82.168.232.66,100,558,True,2024-11-05 11:02:50,R_2fGYMli6qJCxqVz,,,,,52.3882,4.8844,anonymous,EN,Yes,399,85,PHA,344,277,"Very confident because the guy stands up straight with a confident look ",282,379,386,365,401,368,310,365,401,227,276,379,This blue feels like a very serious color,438,342,346,241,385,362,330,113,365,70,358,83,262,252,379,373,Neutral tones and simple shapes -> calm vibe,397,368,420,342,365,310,163,404,268,377,"I dont like the grey, its a bit too serious for me",25-34 years old,Female,
